,score
28973,307
28974,411
28975,923
28976,737
28977,779
28978,241
28979,561
28980,753
28981,153
28982,640
28983,81
28984,648
28985,582
28986,98
28987,756
28988,583
28989,811
28990,548
28991,712
28992,230
28993,821
28994,593
28995,853
28996,362
28997,607
28998,713
28999,768
29000,776
29001,4
29002,241
29003,497
29004,396
29005,703
29006,63
29007,446
29008,485
29009,890
29010,431
29011,564
29012,461
29013,324
29014,562
29015,977
29016,425
29017,469
29018,939
29019,120
29020,507
29021,52
29022,321
29023,378
29024,924
29025,544
29026,682
29027,832
29028,387
29029,616
29030,455
29031,62
29032,99
29033,131
29034,784
29035,537
29036,912
29037,965
29038,91
29039,959
29040,327
29041,970
29042,141
29043,487
29044,209
29045,924
29046,681
29047,590
29048,705
29049,835
29050,558
29051,314
29052,173
29053,32
29054,99
29055,399
29056,404
29057,303
29058,837
29059,458
29060,137
29061,655
29062,896
29063,994
29064,664
29065,805
29066,86
29067,111
29068,947
29069,587
29070,518
29071,312
29072,898
29073,979
29074,995
29075,313
29076,515
29077,309
29078,794
29079,115
29080,516
29081,782
29082,920
29083,223
29084,45
29085,875
29086,456
29087,65
29088,887
29089,530
29090,910
29091,760
29092,878
29093,637
29094,472
29095,982
29096,380
29097,366
29098,206
29099,37
29100,867
29101,172
29102,851
29103,454
29104,75
29105,355
29106,992
29107,625
29108,764
29109,565
29110,841
29111,357
29112,62
29113,390
29114,703
29115,899
29116,741
29117,575
29118,499
29119,617
29120,734
29121,785
29122,961
29123,273
29124,620
29125,391
29126,309
29127,971
29128,115
29129,976
29130,271
29131,38
29132,138
29133,688
29134,151
29135,244
29136,807
29137,657
29138,849
29139,886
29140,851
29141,890
29142,884
29143,208
29144,301
29145,886
29146,48
29147,983
29148,436
29149,714
29150,582
29151,586
29152,292
29153,805
29154,371
29155,191
29156,739
29157,931
29158,108
29159,108
29160,57
29161,842
29162,170
29163,152
29164,315
29165,410
29166,615
29167,685
29168,488
29169,152
29170,724
29171,5
29172,693
29173,776
29174,278
29175,965
29176,508
29177,425
29178,394
29179,788
29180,850
29181,473
29182,113
29183,548
29184,37
29185,190
29186,686
29187,398
29188,797
29189,706
29190,491
29191,111
29192,122
29193,1
29194,791
29195,62
29196,683
29197,554
29198,321
29199,677
29200,192
29201,973
29202,475
29203,938
29204,924
29205,545
29206,838
29207,924
29208,20
29209,345
29210,536
29211,958
29212,348
29213,121
29214,634
29215,579
29216,465
29217,306
29218,138
29219,824
29220,326
29221,585
29222,611
29223,667
29224,619
29225,835
29226,397
29227,369
29228,715
29229,895
29230,357
29231,803
29232,903
29233,228
29234,264
29235,638
29236,446
29237,786
29238,3
29239,441
29240,135
29241,814
29242,415
29243,987
29244,402
29245,75
29246,810
29247,758
29248,136
29249,716
29250,878
29251,502
29252,272
29253,966
29254,169
29255,954
29256,132
29257,287
29258,609
29259,62
29260,0
29261,178
29262,152
29263,847
29264,911
29265,33
29266,585
29267,698
29268,522
29269,174
29270,161
29271,673
29272,207
29273,175
29274,624
29275,658
29276,188
29277,785
29278,963
29279,497
29280,146
29281,407
29282,974
29283,276
29284,243
29285,413
29286,700
29287,247
29288,824
29289,816
29290,491
29291,790
29292,827
29293,616
29294,603
29295,112
29296,625
29297,231
29298,398
29299,683
29300,398
29301,149
29302,32
29303,629
29304,763
29305,690
29306,837
29307,86
29308,739
29309,446
29310,658
29311,560
29312,23
29313,696
29314,708
29315,715
29316,227
29317,326
29318,737
29319,575
29320,983
29321,556
29322,897
29323,982
29324,996
29325,381
29326,262
29327,826
29328,178
29329,240
29330,226
29331,726
29332,44
29333,899
29334,2
29335,766
29336,645
29337,42
29338,584
29339,11
29340,531
29341,358
29342,575
29343,412
29344,308
29345,571
29346,220
29347,844
29348,743
29349,227
29350,748
29351,673
29352,631
29353,180
29354,874
29355,667
29356,55
29357,122
29358,295
29359,667
29360,883
29361,767
29362,59
29363,187
29364,891
29365,530
29366,821
29367,837
29368,118
29369,995
29370,298
29371,573
29372,50
29373,995
29374,208
29375,570
29376,296
29377,20
29378,737
29379,226
29380,951
29381,155
29382,425
29383,787
29384,264
29385,641
29386,851
29387,895
29388,462
29389,503
29390,408
29391,882
29392,117
29393,436
29394,837
29395,173
29396,339
29397,548
29398,850
29399,18
29400,871
29401,157
29402,5
29403,556
29404,658
29405,707
29406,365
29407,493
29408,749
29409,805
29410,340
29411,720
29412,157
29413,820
29414,171
29415,959
29416,768
29417,278
29418,467
29419,169
29420,414
29421,930
29422,625
29423,517
29424,12
29425,21
29426,155
29427,950
29428,620
29429,803
29430,809
29431,784
29432,153
29433,26
29434,576
29435,962
29436,533
29437,753
29438,578
29439,634
29440,574
29441,347
29442,88
29443,522
29444,266
29445,99
29446,605
29447,569
29448,173
29449,656
29450,634
29451,82
29452,856
29453,290
29454,844
29455,160
29456,454
29457,985
29458,577
29459,171
29460,728
29461,317
29462,17
29463,413
29464,757
29465,267
29466,423
29467,668
29468,968
29469,413
29470,587
29471,885
29472,82
29473,180
29474,67
29475,337
29476,446
29477,627
29478,227
29479,792
29480,258
29481,895
29482,597
29483,960
29484,28
29485,797
29486,532
29487,3
29488,955
29489,10
29490,878
29491,684
29492,730
29493,28
29494,645
29495,427
29496,557
29497,654
29498,868
29499,52
29500,673
29501,289
29502,310
29503,276
29504,775
29505,892
29506,840
29507,652
29508,209
29509,165
29510,580
29511,657
29512,996
29513,883
29514,832
29515,162
29516,422
29517,814
29518,645
29519,321
29520,823
29521,247
29522,868
29523,45
29524,804
29525,127
29526,158
29527,169
29528,958
29529,146
29530,813
29531,373
29532,951
29533,957
29534,271
29535,319
29536,613
29537,996
29538,894
29539,709
29540,40
29541,970
29542,526
29543,326
29544,429
29545,583
29546,173
29547,734
29548,593
29549,627
29550,840
29551,597
29552,733
29553,610
29554,473
29555,248
29556,734
29557,972
29558,628
29559,480
29560,739
29561,354
29562,52
29563,819
29564,471
29565,206
29566,871
29567,198
29568,570
29569,311
29570,756
29571,474
29572,515
29573,668
29574,595
29575,97
29576,310
29577,960
29578,915
29579,379
29580,889
29581,37
29582,729
29583,874
29584,782
29585,460
29586,331
29587,365
29588,648
29589,602
29590,852
29591,631
29592,424
29593,934
29594,759
29595,324
29596,454
29597,967
29598,141
29599,328
29600,404
29601,644
29602,558
29603,281
29604,666
29605,47
29606,732
29607,227
29608,170
29609,68
29610,24
29611,814
29612,123
29613,514
29614,709
29615,574
29616,284
29617,226
29618,545
29619,337
29620,563
29621,561
29622,753
29623,517
29624,66
29625,446
29626,357
29627,708
29628,581
29629,504
29630,895
29631,835
29632,377
29633,644
29634,210
29635,281
29636,482
29637,61
29638,608
29639,101
29640,845
29641,136
29642,278
29643,384
29644,679
29645,817
29646,552
29647,892
29648,225
29649,907
29650,79
29651,422
29652,864
29653,205
29654,778
29655,553
29656,664
29657,625
29658,61
29659,469
29660,776
29661,807
29662,508
29663,661
29664,818
29665,499
29666,458
29667,940
29668,717
29669,171
29670,340
29671,872
29672,155
29673,12
29674,420
29675,430
29676,836
29677,627
29678,14
29679,642
29680,215
29681,75
29682,677
29683,368
29684,366
29685,104
29686,781
29687,867
29688,255
29689,67
29690,927
29691,926
29692,883
29693,547
29694,999
29695,153
29696,195
29697,335
29698,286
29699,231
29700,721
29701,304
29702,764
29703,452
29704,359
29705,365
29706,466
29707,544
29708,391
29709,91
29710,288
29711,481
29712,747
29713,670
29714,516
29715,216
29716,737
29717,738
29718,215
29719,844
29720,745
29721,665
29722,986
29723,598
29724,415
29725,141
29726,915
29727,895
29728,156
29729,679
29730,837
29731,970
29732,333
29733,568
29734,390
29735,435
29736,188
29737,205
29738,132
29739,331
29740,892
29741,338
29742,251
29743,855
29744,316
29745,1
29746,986
29747,749
29748,161
29749,709
29750,753
29751,138
29752,709
29753,473
29754,211
29755,305
29756,774
29757,277
29758,254
29759,697
29760,75
29761,237
29762,643
29763,98
29764,256
29765,337
29766,628
29767,749
29768,23
29769,261
29770,296
29771,471
29772,43
29773,170
29774,713
29775,950
29776,989
29777,646
29778,317
29779,461
29780,199
29781,532
29782,319
29783,995
29784,206
29785,328
29786,684
29787,969
29788,661
29789,670
29790,952
29791,318
29792,638
29793,732
29794,192
29795,408
29796,359
29797,778
29798,78
29799,191
29800,872
29801,484
29802,172
29803,858
29804,242
29805,773
29806,445
29807,107
29808,408
29809,836
29810,63
29811,848
29812,710
29813,108
29814,271
29815,900
29816,905
29817,849
29818,721
29819,359
29820,230
29821,268
29822,656
29823,229
29824,855
29825,894
29826,686
29827,246
29828,908
29829,396
29830,197
29831,743
29832,650
29833,83
29834,113
29835,612
29836,9
29837,803
29838,215
29839,478
29840,483
29841,762
29842,337
29843,492
29844,355
29845,677
29846,642
29847,991
29848,265
29849,628
29850,786
29851,538
29852,292
29853,262
29854,528
29855,708
29856,249
29857,865
29858,888
29859,169
29860,282
29861,425
29862,797
29863,197
29864,63
29865,614
29866,402
29867,285
29868,725
29869,616
29870,902
29871,367
29872,883
29873,62
29874,565
29875,868
29876,751
29877,337
29878,54
29879,299
29880,78
29881,640
29882,781
29883,617
29884,430
29885,298
29886,103
29887,437
29888,839
29889,299
29890,882
29891,453
29892,302
29893,741
29894,55
29895,909
29896,989
29897,538
29898,623
29899,183
29900,69
29901,942
29902,542
29903,458
29904,685
29905,817
29906,151
29907,503
29908,827
29909,405
29910,874
29911,592
29912,337
29913,849
29914,522
29915,479
29916,871
29917,344
29918,270
29919,248
29920,951
29921,622
29922,669
29923,932
29924,245
29925,995
29926,609
29927,640
29928,892
29929,936
29930,570
29931,486
29932,394
29933,254
29934,380
29935,497
29936,375
29937,918
29938,687
29939,624
29940,291
29941,722
29942,166
29943,303
29944,337
29945,514
29946,968
29947,80
29948,365
29949,774
29950,212
29951,574
29952,786
29953,790
29954,726
29955,522
29956,347
29957,104
29958,851
29959,315
29960,919
29961,565
29962,14
29963,925
29964,281
29965,602
29966,774
29967,925
29968,800
29969,408
29970,794
29971,667
29972,84
29973,647
29974,77
29975,489
29976,171
29977,557
29978,527
29979,60
29980,283
29981,231
29982,658
29983,873
29984,477
29985,981
29986,531
29987,308
29988,411
29989,724
29990,436
29991,400
29992,405
29993,704
29994,876
29995,123
29996,958
29997,743
29998,670
29999,918
30000,294
30001,989
30002,145
30003,227
30004,90
30005,85
30006,707
30007,922
30008,479
30009,242
30010,758
30011,53
30012,217
30013,474
30014,115
30015,630
30016,991
30017,564
30018,35
30019,272
30020,97
30021,645
30022,545
30023,116
30024,710
30025,721
30026,738
30027,120
30028,558
30029,908
30030,432
30031,52
30032,380
30033,319
30034,512
30035,556
30036,354
30037,920
30038,866
30039,530
30040,200
30041,79
30042,452
30043,882
30044,809
30045,882
30046,717
30047,564
30048,334
30049,117
30050,45
30051,585
30052,184
30053,365
30054,480
30055,623
30056,97
30057,986
30058,729
30059,50
30060,942
30061,467
30062,900
30063,485
30064,337
30065,270
30066,384
30067,304
30068,528
30069,59
30070,780
30071,734
30072,131
30073,824
30074,963
30075,340
30076,616
30077,498
30078,690
30079,596
30080,136
30081,795
30082,48
30083,891
30084,256
30085,582
30086,32
30087,717
30088,975
30089,659
30090,833
30091,464
30092,904
30093,796
30094,732
30095,664
30096,612
30097,4
30098,481
30099,556
30100,654
30101,27
30102,584
30103,217
30104,691
30105,825
30106,287
30107,716
30108,291
30109,353
30110,510
30111,747
30112,522
30113,127
30114,566
30115,342
30116,926
30117,855
30118,257
30119,211
30120,483
30121,968
30122,362
30123,69
30124,178
30125,911
30126,563
30127,554
30128,485
30129,977
30130,360
30131,448
30132,63
30133,878
30134,693
30135,730
30136,53
30137,501
30138,115
30139,202
30140,10
30141,378
30142,578
30143,370
30144,102
30145,403
30146,476
30147,73
30148,191
30149,574
30150,372
30151,400
30152,279
30153,476
30154,229
30155,336
30156,209
30157,403
30158,745
30159,975
30160,210
30161,274
30162,468
30163,717
30164,265
30165,54
30166,994
30167,492
30168,997
30169,906
30170,788
30171,941
30172,148
30173,936
30174,503
30175,559
30176,168
30177,299
30178,583
30179,333
30180,791
30181,281
30182,21
30183,655
30184,262
30185,555
30186,599
30187,614
30188,329
30189,206
30190,906
30191,122
30192,385
30193,401
30194,811
30195,337
30196,635
30197,912
30198,665
30199,787
30200,813
30201,156
30202,263
30203,20
30204,309
30205,199
30206,696
30207,432
30208,149
30209,749
30210,248
30211,820
30212,291
30213,219
30214,124
30215,564
30216,92
30217,145
30218,234
30219,11
30220,889
30221,338
30222,532
30223,681
30224,588
30225,122
30226,338
30227,913
30228,726
30229,25
30230,693
30231,500
30232,598
30233,876
30234,867
30235,12
30236,816
30237,813
30238,336
30239,954
30240,590
30241,148
30242,618
30243,592
30244,205
30245,339
30246,224
30247,765
30248,884
30249,311
30250,644
30251,738
30252,28
30253,633
30254,453
30255,517
30256,886
30257,360
30258,941
30259,948
30260,886
30261,14
30262,51
30263,107
30264,909
30265,525
30266,168
30267,351
30268,730
30269,260
30270,557
30271,902
30272,913
30273,979
30274,913
30275,447
30276,892
30277,361
30278,301
30279,862
30280,317
30281,899
30282,954
30283,534
30284,132
30285,360
30286,375
30287,490
30288,817
30289,706
30290,909
30291,845
30292,463
30293,32
30294,149
30295,88
30296,749
30297,591
30298,94
30299,154
30300,266
30301,155
30302,267
30303,908
30304,702
30305,729
30306,684
30307,782
30308,681
30309,106
30310,968
30311,798
30312,944
30313,711
30314,16
30315,352
30316,189
30317,705
30318,199
30319,406
30320,564
30321,559
30322,288
30323,402
30324,648
30325,840
30326,718
30327,560
30328,759
30329,959
30330,70
30331,173
30332,483
30333,20
30334,896
30335,828
30336,597
30337,745
30338,472
30339,572
30340,928
30341,741
30342,554
30343,721
30344,954
30345,917
30346,485
30347,718
30348,392
30349,885
30350,970
30351,10
30352,748
30353,935
30354,856
30355,435
30356,826
30357,188
30358,234
30359,982
30360,243
30361,545
30362,554
30363,679
30364,353
30365,34
30366,917
30367,283
30368,87
30369,626
30370,101
30371,128
30372,74
30373,312
30374,434
30375,169
30376,134
30377,588
30378,678
30379,377
30380,632
30381,44
30382,606
30383,388
30384,588
30385,567
30386,911
30387,303
30388,203
30389,598
30390,472
30391,928
30392,180
30393,939
30394,819
30395,689
30396,373
30397,346
30398,277
30399,806
30400,584
30401,817
30402,150
30403,122
30404,380
30405,449
30406,265
30407,678
30408,822
30409,340
30410,421
30411,906
30412,486
30413,867
30414,150
30415,521
30416,152
30417,796
30418,918
30419,980
30420,865
30421,480
30422,701
30423,749
30424,136
30425,565
30426,689
30427,417
30428,305
30429,928
30430,392
30431,702
30432,130
30433,891
30434,791
30435,140
30436,685
30437,473
30438,605
30439,51
30440,396
30441,154
30442,686
30443,544
30444,403
30445,375
30446,775
30447,31
30448,51
30449,892
30450,596
30451,365
30452,4
30453,518
30454,657
30455,650
30456,117
30457,502
30458,96
30459,873
30460,9
30461,257
30462,355
30463,606
30464,566
30465,181
30466,102
30467,125
30468,548
30469,949
30470,136
30471,348
30472,949
30473,619
30474,788
30475,827
30476,226
30477,810
30478,50
30479,337
30480,30
30481,518
30482,579
30483,523
30484,23
30485,21
30486,390
30487,539
30488,510
30489,679
30490,173
30491,709
30492,957
30493,71
30494,134
30495,915
30496,887
30497,476
30498,552
30499,571
30500,21
30501,356
30502,63
30503,639
30504,329
30505,677
30506,920
30507,997
30508,93
30509,252
30510,533
30511,530
30512,233
30513,537
30514,180
30515,67
30516,469
30517,620
30518,775
30519,618
30520,744
30521,899
30522,581
30523,226
30524,587
30525,747
30526,900
30527,220
30528,544
30529,525
30530,214
30531,974
30532,655
30533,937
30534,237
30535,804
30536,946
30537,294
30538,473
30539,400
30540,887
30541,473
30542,113
30543,991
30544,761
30545,337
30546,716
30547,753
30548,101
30549,490
30550,377
30551,72
30552,17
30553,850
30554,218
30555,44
30556,828
30557,854
30558,718
30559,433
30560,867
30561,304
30562,871
30563,47
30564,228
30565,581
30566,87
30567,909
30568,925
30569,316
30570,308
30571,126
30572,215
30573,364
30574,410
30575,827
30576,935
30577,596
30578,463
30579,562
30580,705
30581,38
30582,693
30583,534
30584,947
30585,792
30586,823
30587,570
30588,147
30589,433
30590,871
30591,860
30592,88
30593,623
30594,546
30595,485
30596,872
30597,980
30598,947
30599,861
30600,705
30601,774
30602,494
30603,476
30604,655
30605,25
30606,673
30607,135
30608,154
30609,779
30610,511
30611,841
30612,791
30613,3
30614,968
30615,532
30616,641
30617,535
30618,58
30619,919
30620,464
30621,323
30622,903
30623,229
30624,726
30625,185
30626,907
30627,782
30628,184
30629,392
30630,961
30631,917
30632,197
30633,574
30634,700
30635,564
30636,676
30637,559
30638,760
30639,373
30640,177
30641,658
30642,926
30643,994
30644,859
30645,614
30646,739
30647,545
30648,184
30649,99
30650,875
30651,279
30652,600
30653,136
30654,404
30655,885
30656,884
30657,511
30658,16
30659,381
30660,370
30661,68
30662,524
30663,570
30664,779
30665,451
30666,467
30667,365
30668,103
30669,565
30670,764
30671,325
30672,566
30673,813
30674,911
30675,673
30676,507
30677,250
30678,660
30679,131
30680,80
30681,76
30682,304
30683,63
30684,700
30685,566
30686,573
30687,132
30688,251
30689,855
30690,72
30691,453
30692,217
30693,639
30694,862
30695,921
30696,921
30697,384
30698,192
30699,441
30700,722
30701,788
30702,686
30703,506
30704,386
30705,780
30706,452
30707,620
30708,490
30709,53
30710,51
30711,548
30712,873
30713,117
30714,43
30715,515
30716,845
30717,95
30718,139
30719,846
30720,229
30721,31
30722,198
30723,390
30724,26
30725,939
